screen_name,created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
lopezobrador_,2023-01-27T19:24:53Z,1.61905E+18,1.61905E+18,"Plan Nacional de Salud IMSS Bienestar, desde Morelia, Michoacán https://t.co/WIob5XVux7","Plan Nacional de Salud IMSS Bienestar, desde Morelia, Michoacán https://t.co/WIob5XVux7",FALSE,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1313,4095,FALSE,NA,FALSE,NA,es,FALSE,NA,87,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-27T13:26:32Z,1.61896E+18,1.61896E+18,El fin último de un Estado es crear las condiciones para que la gente pueda vivir feliz. Conferencia matutina https://t.co/MQhky7dEVu,El fin último de un Estado es crear las condiciones para que la gente pueda vivir feliz. Conferencia matutina https://t.co/MQhky7dEVu,FALSE,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1423,4745,FALSE,NA,FALSE,NA,es,FALSE,NA,133,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-26T20:41:45Z,1.61871E+18,1.61871E+18,"Me reuní con Sky Dayton y Steuart Walton, quienes están ayudando, mediante una serie documental, a la preservación del ecosistema de las Islas Marías. Apoyan los esfuerzos de investigación oceanográfica y recuperación de la historia de esta área natural protegida. https://t.co/ioAPyjayNP","Me reuní con Sky Dayton y Steuart Walton, quienes están ayudando, mediante una serie documental, a la preservación del ecosistema de las Islas Marías. Apoyan los esfuerzos de investigación oceanográfica y recuperación de la historia de esta área natural protegida. https://t.co/ioAPyjayNP",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1810,6532,FALSE,NA,FALSE,NA,es,FALSE,NA,264,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-26T13:23:19Z,1.6186E+18,1.6186E+18,Trabajamos en coordinación y bajo la directriz de cero corrupción y cero impunidad para bajar la incidencia delictiva. Conferencia matutina https://t.co/t6xi1teWU5,Trabajamos en coordinación y bajo la directriz de cero corrupción y cero impunidad para bajar la incidencia delictiva. Conferencia matutina https://t.co/t6xi1teWU5,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1585,4817,FALSE,NA,FALSE,NA,es,FALSE,NA,163,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-26T02:38:59Z,1.61844E+18,1.61844E+18,"La verdad es que cada uno de estos veteranos, incluidos los cachirules, son leyenda y ejemplo para los jóvenes beisbolistas. 3/3 https://t.co/K6JafyOmIw","La verdad es que cada uno de estos veteranos, incluidos los cachirules, son leyenda y ejemplo para los jóvenes beisbolistas. 3/3 https://t.co/K6JafyOmIw",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.61844E+18,1.61844E+18,82119937,82119937,lopezobrador_,,,,NA,FALSE,864,3744,FALSE,NA,FALSE,NA,es,FALSE,NA,128,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-26T02:38:58Z,1.61844E+18,1.61844E+18,"La mitad no pasa de 60, como lo exige nuestra liga. Sin embargo, nos iban ganando 13 a 6 y como ya estaban celebrando, les anticipé lo que decía Yogi Berra: ""Esto no se acaba hasta que se acaba"". En efecto, en la séptima los empatamos. En el próximo los vamos a cepillar. 2/3 https://t.co/85utHKKVcq","La mitad no pasa de 60, como lo exige nuestra liga. Sin embargo, nos iban ganando 13 a 6 y como ya estaban celebrando, les anticipé lo que decía Yogi Berra: ""Esto no se acaba hasta que se acaba"". En efecto, en la séptima los empatamos. En el próximo los vamos a cepillar. 2/3 https://t.co/85utHKKVcq",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.62E+18,1.61844E+18,82119937,82119937,lopezobrador_,,,,NA,FALSE,822,3540,FALSE,NA,FALSE,NA,es,FALSE,NA,275,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-26T02:37:28Z,1.62E+18,1.61844E+18,"El equipo del IMSS siempre nos quiere arreglar: la vez pasada trajeron a Fernando Valenzuela, Teodoro Higuera y Vinny Castilla; ahora se reforzaron con caballos como José Luis 'El Borrego' Sandoval, Daniel Fernández, Matías Carrillo y Chito Ríos. 1/3 https://t.co/n5gpsxzQhi","El equipo del IMSS siempre nos quiere arreglar: la vez pasada trajeron a Fernando Valenzuela, Teodoro Higuera y Vinny Castilla; ahora se reforzaron con caballos como José Luis 'El Borrego' Sandoval, Daniel Fernández, Matías Carrillo y Chito Ríos. 1/3 https://t.co/n5gpsxzQhi",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3017,12362,FALSE,NA,FALSE,NA,es,FALSE,NA,250,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-25T13:25:23Z,1.61824E+18,1.61824E+18,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/0OlrhVUkfd","Conferencia de prensa matutina, desde Palacio Nacional https://t.co/0OlrhVUkfd",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1274,3968,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-24T16:46:26Z,1.62E+18,1.61793E+18,Este fue el mensaje que envié a mis amigos y hermanos presidentes de países que integran la CELAC. https://t.co/ACDhsIPGyW,Este fue el mensaje que envié a mis amigos y hermanos presidentes de países que integran la CELAC. https://t.co/ACDhsIPGyW,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3448,10377,FALSE,NA,FALSE,NA,es,FALSE,NA,98,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-24T13:15:34Z,1.62E+18,1.61787E+18,La atención al pueblo y el trabajo coordinado son prioritarias en la pacificación. Conferencia matutina https://t.co/oPfigflbD4,La atención al pueblo y el trabajo coordinado son prioritarias en la pacificación. Conferencia matutina https://t.co/oPfigflbD4,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1509,4290,FALSE,NA,FALSE,NA,es,FALSE,NA,127,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-23T13:14:55Z,1.61751E+18,1.61751E+18,"El Tren Maya mostrará la grandeza cultural de México. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/ONNEVqbyou","El Tren Maya mostrará la grandeza cultural de México. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/ONNEVqbyou",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1814,5605,FALSE,NA,FALSE,NA,es,FALSE,NA,132,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-23T00:29:50Z,1.61732E+18,1.61732E+18,Aquí se construirán cocheras y talleres. Vamos a seguir haciendo historia.,Aquí se construirán cocheras y talleres. Vamos a seguir haciendo historia.,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.62E+18,1.61732E+18,82119937,82119937,lopezobrador_,,,,NA,FALSE,645,2620,FALSE,NA,FALSE,NA,es,NA,NA,74,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-23T00:29:20Z,1.62E+18,1.61732E+18,"De Palenque a Cancún el Tren Maya se bifurca en Escárcega, hacia la selva y el Caribe o por la vía del Golfo (Campeche-Mérida). Juan Escárcega fue un ingeniero que trabajó en la construcción del tren del sureste a mediados del siglo pasado, por eso la estación lleva su nombre. https://t.co/8t3oW3Aixt","De Palenque a Cancún el Tren Maya se bifurca en Escárcega, hacia la selva y el Caribe o por la vía del Golfo (Campeche-Mérida). Juan Escárcega fue un ingeniero que trabajó en la construcción del tren del sureste a mediados del siglo pasado, por eso la estación lleva su nombre. https://t.co/8t3oW3Aixt",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2207,7312,FALSE,NA,FALSE,NA,es,FALSE,NA,277,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-22T01:16:07Z,1.61697E+18,1.61697E+18,"En la supervisión de la construcción del Tren Maya —que inauguraremos en diciembre de este año en toda su extensión (1,554 km)— sobrevolamos el pueblo de Izamal, Yucatán, donde se aprecia un majestuoso sitio arqueológico y el bello convento colonial. Nada como el México profundo. https://t.co/b9NiekFYm5","En la supervisión de la construcción del Tren Maya —que inauguraremos en diciembre de este año en toda su extensión (1,554 km)— sobrevolamos el pueblo de Izamal, Yucatán, donde se aprecia un majestuoso sitio arqueológico y el bello convento colonial. Nada como el México profundo. https://t.co/b9NiekFYm5",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2614,8385,FALSE,NA,FALSE,NA,es,FALSE,NA,280,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-20T13:00:41Z,1.61642E+18,1.61642E+18,"Conferencia de prensa matutina, desde Ciudad de México https://t.co/8kyJ2kyWRr","Conferencia de prensa matutina, desde Ciudad de México https://t.co/8kyJ2kyWRr",FALSE,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1281,3895,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-19T21:55:43Z,1.62E+18,1.61619E+18,"Dos magnas y espléndidas obras para el disfrute, a partir de hoy, de toda la gente. 2/2","Dos magnas y espléndidas obras para el disfrute, a partir de hoy, de toda la gente. 2/2",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.62E+18,1.61619E+18,82119937,82119937,lopezobrador_,,,,NA,FALSE,705,2589,FALSE,NA,FALSE,NA,es,NA,NA,87,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-19T21:55:42Z,1.62E+18,1.61619E+18,"Inauguramos con la jefa de Gobierno, Claudia Sheinbaum; la secretaria de Cultura, Alejandra Frausto y el director del proyecto del Bosque de Chapultepec, Gabriel Orozco, el puente de Los Pinos hacia la Segunda Sección y el espacio dedicado a la arqueología y al ambiente. 1/2 https://t.co/I4p051Tzlx","Inauguramos con la jefa de Gobierno, Claudia Sheinbaum; la secretaria de Cultura, Alejandra Frausto y el director del proyecto del Bosque de Chapultepec, Gabriel Orozco, el puente de Los Pinos hacia la Segunda Sección y el espacio dedicado a la arqueología y al ambiente. 1/2 https://t.co/I4p051Tzlx",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2733,9848,FALSE,NA,FALSE,NA,es,FALSE,NA,275,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-19T13:13:02Z,1.61606E+18,1.61606E+18,"No a la privatización de la educación, la salud y el bienestar del pueblo. Conferencia matutina https://t.co/LnzZkXdTxs","No a la privatización de la educación, la salud y el bienestar del pueblo. Conferencia matutina https://t.co/LnzZkXdTxs",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1754,5522,FALSE,NA,FALSE,NA,es,FALSE,NA,119,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-18T18:36:00Z,1.61578E+18,1.61578E+18,"Nos visitaron en Palacio Nacional integrantes de la cooperativa Tosepan, de Cuetzalan del Progreso en la Sierra Nororiental de Puebla. https://t.co/HzXF0ojtat","Nos visitaron en Palacio Nacional integrantes de la cooperativa Tosepan, de Cuetzalan del Progreso en la Sierra Nororiental de Puebla. https://t.co/HzXF0ojtat",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1836,6033,FALSE,NA,FALSE,NA,es,FALSE,NA,134,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-18T13:03:59Z,1.62E+18,1.6157E+18,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/bRd63ZgpAi","Conferencia de prensa matutina, desde Palacio Nacional https://t.co/bRd63ZgpAi",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1336,4418,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-17T13:14:38Z,1.61534E+18,1.61534E+18,"La salud es un derecho fundamental y el gobierno debe garantizarlo. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/bYXt6Rc9We","La salud es un derecho fundamental y el gobierno debe garantizarlo. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/bYXt6Rc9We",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1722,5924,FALSE,NA,FALSE,NA,es,FALSE,NA,146,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-16T13:17:58Z,1.61498E+18,1.61498E+18,Atender al sureste e impulsar su desarrollo mediante el Tren Maya es un acto de justicia. Conferencia matutina https://t.co/u8IRGQQ2Dt,Atender al sureste e impulsar su desarrollo mediante el Tren Maya es un acto de justicia. Conferencia matutina https://t.co/u8IRGQQ2Dt,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1702,5185,FALSE,NA,FALSE,NA,es,FALSE,NA,134,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-15T22:57:17Z,1.61476E+18,1.61476E+18,"También expresamos que si en un mes no hay acuerdo, haremos un nuevo trazo, un libramiento por otras comunidades. En esto hay dos enseñanzas; la de Juárez: ""Nada por la fuerza, todo por la razón y el derecho"" y la de Jesús Reyes Heroles: ""Problema que se soslaya, estalla"". 2/2 https://t.co/uAp9KKfSF6","También expresamos que si en un mes no hay acuerdo, haremos un nuevo trazo, un libramiento por otras comunidades. En esto hay dos enseñanzas; la de Juárez: ""Nada por la fuerza, todo por la razón y el derecho"" y la de Jesús Reyes Heroles: ""Problema que se soslaya, estalla"". 2/2 https://t.co/uAp9KKfSF6",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.61476E+18,1.61476E+18,82119937,82119937,lopezobrador_,,,,NA,FALSE,1089,3707,FALSE,NA,FALSE,NA,es,FALSE,NA,277,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-15T22:57:16Z,1.61476E+18,1.61476E+18,"Hoy atendimos el problema del bloqueo en la construcción del camino Oaxaca-Puerto Escondido. Faltan 15 km para terminar esta obra, sin embargo, está de por medio un antiguo conflicto agrario entre Sola de Vega y San Vicente Coatlán. Hicimos a los pueblos una buena propuesta. 1/2 https://t.co/i03cRLk18Z","Hoy atendimos el problema del bloqueo en la construcción del camino Oaxaca-Puerto Escondido. Faltan 15 km para terminar esta obra, sin embargo, está de por medio un antiguo conflicto agrario entre Sola de Vega y San Vicente Coatlán. Hicimos a los pueblos una buena propuesta. 1/2 https://t.co/i03cRLk18Z",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2755,9415,FALSE,NA,FALSE,NA,es,FALSE,NA,279,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-15T01:00:27Z,1.61443E+18,1.61443E+18,"Al mismo tiempo, con las manos de la gente se realizó el camino artesanal hacia Tepuxtepec. Es modernidad, pero forjada desde abajo con todos y para todos. 2/2","Al mismo tiempo, con las manos de la gente se realizó el camino artesanal hacia Tepuxtepec. Es modernidad, pero forjada desde abajo con todos y para todos. 2/2",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.61443E+18,1.61443E+18,82119937,82119937,lopezobrador_,,,,NA,FALSE,811,3031,FALSE,NA,FALSE,NA,es,NA,NA,159,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-15T00:59:57Z,1.61443E+18,1.61443E+18,"Estamos supervisando la súpercarretera Oaxaca-Tehuantepec, que terminaremos en diciembre. Observen en este pequeño tramo cómo se construyeron cinco viaductos. 1/2 https://t.co/M1KWuWA9YF","Estamos supervisando la súpercarretera Oaxaca-Tehuantepec, que terminaremos en diciembre. Observen en este pequeño tramo cómo se construyeron cinco viaductos. 1/2 https://t.co/M1KWuWA9YF",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2572,8579,FALSE,NA,FALSE,NA,es,FALSE,NA,162,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-14T21:38:58Z,1.61438E+18,1.61438E+18,Plan de apoyo a la población afectada por el huracán Agatha en Oaxaca https://t.co/hgbGpOjrEM,Plan de apoyo a la población afectada por el huracán Agatha en Oaxaca https://t.co/hgbGpOjrEM,FALSE,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1232,4189,FALSE,NA,FALSE,NA,es,FALSE,NA,93,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-13T18:31:20Z,1.61397E+18,1.61397E+18,"Tus ojos son mi conjuro
Contra la mala jornada
Te quiero por tu mirada
Que mira y siembra futuro.

(Benedetti)

Feliz cumpleaños, amada Beatriz. https://t.co/UBtptjvRnH","Tus ojos son mi conjuro
Contra la mala jornada
Te quiero por tu mirada
Que mira y siembra futuro.

(Benedetti)

Feliz cumpleaños, amada Beatriz. https://t.co/UBtptjvRnH",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6422,32012,FALSE,NA,FALSE,NA,es,FALSE,NA,144,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lopezobrador_,2023-01-13T13:09:58Z,1.61389E+18,1.61389E+18,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/g6rQvacFxQ","Conferencia de prensa matutina, desde Palacio Nacional https://t.co/g6rQvacFxQ",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1226,3761,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
